VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,5962,Vermont Ice Maple Creme,17.26,23.99,750.0,2874,49605.24,2072.0,49973.28,38279.17,1633.63,68054.7,368.0400000000009,0.7364735714765989,0.720946416144746,1.0074193774689932
12546,JIM BEAM BRANDS COMPANY,8103,Sauza Gold Tequila,0.77,0.99,50.0,64416,49600.32,59101.0,58509.99,10608.84,3095.25,123880.97,8909.669999999998,15.227604721860317,0.9174894436164928,1.1796292846497765
17035,PERNOD RICARD USA,5875,Malibu Light Bl Hawaiian RTD,12.22,16.99,1750.0,4056,49564.32,3797.0,69436.03,51893.689999999995,6980.17,123780.22,19871.71,28.618730074285644,0.9361439842209073,1.4009277238142277
1128,BROWN-FORMAN CORP,1982,Herradura Silver Tequila,15.82,21.99,375.0,3133,49564.06,2195.0,39505.049999999996,31337.679999999997,859.27,68601.68,-10059.010000000002,-25.462592757128526,0.7006064474944143,0.7970503223505095
9625,WESTERN SPIRITS BEVERAGE CO,1226,Lexington Bourbon,19.99,29.99,750.0,2475,49475.25,2262.0,56894.38,47023.31,1784.1200000000001,1933.19,7419.129999999997,13.04018077005145,0.9139393939393939,1.1499563923375828
17035,PERNOD RICARD USA,6232,Avion Reserva 44 Extra Anejo,105.26,139.99,750.0,470,49472.200000000004,230.0,29997.7,28182.84,181.58,123780.22,-19474.500000000004,-64.91997719825187,0.48936170212765956,0.6063546800021021
3960,DIAGEO NORTH AMERICA INC,1068,Capt Morgan Jack O Blast,11.44,14.99,750.0,4318,49397.92,4308.0,64576.92,18617.58,3391.82,257032.07,15179.0,23.50530189423714,0.9976841130152848,1.3072801445890838
1392,CONSTELLATION BRANDS INC,29212,R Mondavi Merlot Pvt Sel,4.59,7.99,750.0,10761,49392.99,9449.0,78587.58,37268.8,1052.66,79528.99,29194.590000000004,37.14911440204674,0.8780782455162159,1.5910674773889981
10754,PERFECTA WINES,33731,Hopler Gruner Veltliner,7.48,12.99,750.0,6585,49255.8,5337.0,65967.63,30755.32,594.87,28720.52,16711.83,25.333379416541113,0.8104783599088838,1.3392865408743742
1128,BROWN-FORMAN CORP,5197,Southern Comfort,5.75,8.99,375.0,8555,49191.25,8679.0,72706.21,42506.68,3406.38,68601.68,23514.960000000006,32.342436773970206,1.0144944476914086,1.4780313572027546
9819,TREASURY WINE ESTATES,35959,Stags Leap Winery Cab Svgn,32.46,49.99,750.0,1512,49079.52,1008.0,55029.92,36718.32,111.73,14836.57,5950.4000000000015,10.81302680432754,0.6666666666666666,1.1212399795271022
1392,CONSTELLATION BRANDS INC,27835,Wild Horse CC Pnt Nr,9.14,14.99,750.0,5365,49036.100000000006,5815.0,96205.84999999999,48931.45,647.03,79528.99,47169.749999999985,49.03002260257561,1.0838769804287045,1.9619392651536314
3252,E & J GALLO WINERY,8361,Carlo Rossi Chablis Calif,10.06,14.99,4000.0,4873,49022.380000000005,4595.0,68879.05,45104.91,2757.0,61966.91,19856.67,28.828315721543774,0.942950954237636,1.4050531614336146
17035,PERNOD RICARD USA,290,Aberlour A'Bunadh Sngle Malt,39.05,49.99,750.0,1254,48968.700000000004,751.0,54752.49,47048.57,592.53,123780.22,5783.789999999994,10.56351957691786,0.5988835725677831,1.11811197765103
1590,DIAGEO CHATEAU ESTATE WINES,39348,Sterling Vintners Cltn Pnt N,6.5,9.95,750.0,7529,48938.5,8693.0,97101.07,48714.770000000004,967.63,7259.75,48162.57000000001,49.60045239460286,1.1546022048080755,1.984144793976113
8892,TRINCHERO FAMILY ESTATES,6861,Sutter Home Clsc Wh Znfdl,4.13,5.99,187.0,11838,48890.94,10959.0,65644.41,33358.31,316.7,11595.97,16753.47,25.52154859796897,0.9257475924987328,1.342670237062327
516,BANFI PRODUCTS CORP,8232,Riunite Lambrusco,6.24,8.99,1500.0,7826,48834.24,7202.0,60988.98,36061.57,1608.23,8510.41,12154.740000000005,19.9294036398051,0.920265780730897,1.2488979044211603
10754,PERFECTA WINES,14551,Cava Mistinguett Brut,5.29,15.99,750.0,9224,48794.96,10764.0,86004.36,22475.87,1206.5800000000002,28720.52,37209.4,43.26455077393751,1.1669557675628794,1.7625664617821186
8112,MOET HENNESSY USA INC,1086,Hennessy VSOP Privilege VAP,37.29,46.99,750.0,1308,48775.32,787.0,36981.13,13345.16,619.85,48347.26,-11794.190000000002,-31.892454340903058,0.6016819571865444,0.7581934880181206
9552,M S WALKER INC,11460,Freemark Abbey Cab Svgn Napa,27.02,39.99,750.0,1805,48771.1,1372.0,55758.28,32244.070000000003,152.36,55551.82,6987.18,12.531197160314129,0.7601108033240997,1.143264761303313
4380,CHARLES JACQUIN ET CIE INC,5137,Irish Manor Irish Cream,6.61,9.99,750.0,7371,48722.31,5910.0,58236.9,42159.32,4657.95,1675.39,9514.590000000004,16.337734323083826,0.8017908017908018,1.1952819970974284
4425,MARTIGNETTI COMPANIES,14363,Educated Guess Cab Svgn Napa,13.51,20.99,750.0,3606,48717.060000000005,3079.0,74342.20999999999,40776.149999999994,342.34000000000003,144929.24,25625.149999999987,34.469179756695404,0.8538546866333888,1.5259995163911777
7153,PINE STATE TRADING CO,45496,Conquista Malbec Mendoza,5.29,8.99,750.0,9209,48715.61,8571.0,68430.69,33230.04,955.12,15884.82,19715.08,28.810289652201376,0.9307199478770768,1.404697385499227
7153,PINE STATE TRADING CO,39691,Smith & Hook Lucia Cab Svgn,13.79,21.99,750.0,3532,48706.28,2957.0,64033.42999999999,36294.259999999995,328.47,15884.82,15327.149999999994,23.936168966741274,0.837202718006795,1.3146852931490558
7153,PINE STATE TRADING CO,2030,Glen Moray 12 Yr Scotch,23.48,30.99,750.0,2073,48674.04,1768.0,54627.32,45251.369999999995,1394.3200000000002,15884.82,5953.279999999999,10.897990236387212,0.8528702363724071,1.122309140560348
3960,DIAGEO NORTH AMERICA INC,3547,Ketel One Vodka,2.2,2.79,50.0,22113,48648.6,19210.0,53595.9,13578.93,1002.55,257032.07,4947.300000000003,9.230743396416523,0.8687197576086465,1.1016946016946016
10754,PERFECTA WINES,3703,OuterSpace Vodka,4.64,5.99,50.0,10480,48627.2,9032.0,54101.68,13213.94,471.01,28720.52,5474.480000000003,10.118872463849558,0.8618320610687022,1.1125806133192946
6785,PALM BAY INTERNATIONAL INC,6651,Rocca Delle Macie Chianti C,7.79,12.99,750.0,6239,48601.810000000005,5737.0,71959.63,41982.56,637.28,13605.41,23357.82,32.45961659335936,0.9195383875621093,1.480595681518857
516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,40.4,59.99,750.0,1203,48601.200000000004,1661.0,98524.39,51890.740000000005,184.71,8510.41,49923.189999999995,50.670894790619855,1.3807148794679966,2.027200768705299
12546,JIM BEAM BRANDS COMPANY,3919,Hornitos Reposado Tequila,8.45,12.99,375.0,5750,48587.5,5133.0,61093.67,49801.24,2009.44,123880.97,12506.169999999998,20.470484094342343,0.892695652173913,1.257394803190121
6213,MHW LTD,5259,Blue Chair Bay Coconut Rum,13.38,16.99,750.0,3631,48582.78,3264.0,56381.35999999999,38869.52,2572.08,9621.58,7798.5799999999945,13.831840877907158,0.8989259157256954,1.1605214851846681
5270,MANGO BOTTLING INC,7849,Tooters Apple-tini 15 Pk,7.8,9.99,375.0,6224,48547.2,5259.0,47783.41,25068.43,2065.35,1034.42,-763.7899999999936,-1.5984418022907816,0.8449550128534704,0.9842670638059456
12546,JIM BEAM BRANDS COMPANY,8694,Skinnygirl Cosmopolitan,7.99,9.99,750.0,6067,48475.33,5642.0,61522.58,39234.26,4444.89,123880.97,13047.25,21.20725431215661,0.9299489039063787,1.269152370907016
4425,MARTIGNETTI COMPANIES,19940,Bogle Petite Sirah,6.57,10.99,750.0,7376,48460.32,6721.0,75654.79,41609.25,746.97,144929.24,27194.469999999994,35.94547020750437,0.9111984815618221,1.5611698395718392
3252,E & J GALLO WINERY,31488,Barefoot Chard Cal,3.44,6.29,750.0,14081,48438.64,12386.0,74279.64,26988.19,1384.48,61966.91,25841.0,34.78880619238327,0.8796250266316312,1.5334790572154793
12546,JIM BEAM BRANDS COMPANY,8619,Canadian Club,4.4,6.99,375.0,10995,48378.0,10081.0,64501.19,45920.560000000005,3952.7200000000003,123880.97,16123.190000000002,24.99673261842146,0.9168713051386994,1.3332752490801605
9552,M S WALKER INC,4878,Allens Coffee Brandy,4.92,6.99,750.0,9830,48363.6,9026.0,63618.24,37542.21,7110.11,55551.82,15254.64,23.978406192940895,0.9182095625635809,1.3154157258764856
2561,EDRINGTON AMERICAS,2532,The Macallan 12 Yr Old,96.89,134.99,1750.0,499,48348.11,583.0,82163.17,56318.990000000005,1071.74,9654.5,33815.06,41.15598266230477,1.1683366733466933,1.6994081050944907
3960,DIAGEO NORTH AMERICA INC,1891,Oban 18 Yr Single Malt,79.99,99.99,750.0,603,48233.97,465.0,47065.35,35576.49,366.62,257032.07,-1168.6200000000026,-2.4829731426622828,0.7711442786069652,0.9757718471027783
10754,PERFECTA WINES,13638,Charles Smith Velvet Dev Mer,8.27,11.99,750.0,5827,48189.29,5091.0,59844.090000000004,31552.64,566.59,28720.52,11654.800000000003,19.47527316398328,0.873691436416681,1.2418545697602104
4425,MARTIGNETTI COMPANIES,24503,Far Niente Chard Napa,47.29,69.99,750.0,1019,48188.51,780.0,53580.2,25292.32,86.99000000000001,144929.24,5391.689999999995,10.062840377602166,0.7654563297350343,1.111887460309522
8352,LUXCO INC,3887,Wolfschmidt Vodka 80 Proof,8.65,10.99,1750.0,5570,48180.5,6568.0,78250.32,48499.94,12071.41,10261.6,30069.820000000007,38.42772783549,1.1791741472172352,1.6241076784176172
3960,DIAGEO NORTH AMERICA INC,2591,Cardhu Scotch,29.4,43.99,750.0,1637,48127.8,1407.0,58517.93,48564.33,1109.81,257032.07,10390.129999999997,17.75546400906525,0.8594990836896762,1.2158862445405774
3252,E & J GALLO WINERY,35664,Redwood Creek Cab Svgn Cal,6.5,9.99,1500.0,7389,48028.5,7520.0,75511.8,40171.99,1681.54,61966.91,27483.300000000003,36.39603346761698,1.0177290567059143,1.572228989037759
8004,SAZERAC CO INC,5218,Chila Orchata Cinnamon Cream,10.68,13.99,750.0,4490,47953.2,4127.0,57736.73,39885.49,3252.4700000000003,50293.62,9783.530000000006,16.945071187786365,0.9191536748329622,1.2040224635686463
1128,BROWN-FORMAN CORP,16828,Korbel Organic Brut,8.66,12.99,750.0,5534,47924.44,4417.0,59059.83,29851.79,491.72,68601.68,11135.39,18.85442270998748,0.7981568485724612,1.232353054099328
660,SAZERAC NORTH AMERICA INC.,7293,Chi Chi's Skinny Margarita,5.96,8.99,1750.0,8034,47882.64,7470.0,62506.3,38640.9,13726.49,17932.33,14623.660000000003,23.395497733828435,0.929798356982823,1.3054063017410904
9165,ULTRA BEVERAGE COMPANY LLP,2906,Usquaebach Old Rare Whisky,72.99,109.99,750.0,656,47881.44,460.0,46285.4,39376.09,362.96000000000004,68054.7,-1596.0400000000009,-3.4482579819986454,0.7012195121951219,0.9666668337460194
8112,MOET HENNESSY USA INC,942,Glenmorangie Nectar D'Or,45.45,64.99,750.0,1052,47813.4,836.0,53121.64,44550.98,659.49,48347.26,5308.239999999998,9.992613179864172,0.7946768060836502,1.1110199232851041
3664,WILLIAM GRANT & SONS INC,4197,Sailor Jerry Spiced Rum Trav,13.07,18.99,750.0,3656,47783.92,3300.0,56942.99999999999,45407.74,2602.1,30234.420000000002,9159.079999999994,16.084646049558323,0.9026258205689278,1.1916770327758792
3960,DIAGEO NORTH AMERICA INC,3335,Tanqueray Sterling Vodka,8.14,10.99,750.0,5868,47765.520000000004,5586.0,61390.14,28683.9,4403.2,257032.07,13624.619999999995,22.193498825707184,0.9519427402862985,1.2852396456690933
12546,JIM BEAM BRANDS COMPANY,2800,Laphroaig 15 Yr Single Malt,59.69,81.99,750.0,800,47752.0,870.0,71189.3,60556.6,686.26,123880.97,23437.300000000003,32.9225038032401,1.0875,1.490812950242922
4425,MARTIGNETTI COMPANIES,33032,Rombauer El Dorado Znfdl,19.3,29.99,750.0,2469,47651.7,2451.0,70435.65,32694.8,273.11,144929.24,22783.949999999997,32.347184983740476,0.9927095990279465,1.4781350927668897
5270,MANGO BOTTLING INC,7931,Tooters Blu-D Kamikazi 15 Pk,6.47,9.99,375.0,7362,47632.14,5973.0,54477.270000000004,25233.32,2346.94,1034.42,6845.130000000005,12.565112018278457,0.8113284433577832,1.143708218862306
4425,MARTIGNETTI COMPANIES,43877,Duckhorn Svgn Bl Napa,17.64,27.99,750.0,2700,47628.0,2044.0,55941.56,28530.6,227.42000000000002,144929.24,8313.559999999998,14.86115153027552,0.7570370370370371,1.1745519442344838
653,STATE WINE & SPIRITS,13303,Plungerhead Znfdl Lodi,8.96,12.99,750.0,5311,47586.56,4508.0,63538.92,36410.19,500.69,8014.9800000000005,15952.36,25.106438699304302,0.8488043682922237,1.335228266132286
8352,LUXCO INC,6495,Exotico Blanco Tequila,11.02,13.99,750.0,4317,47573.340000000004,3612.0,50004.88,37915.7,2847.8,10261.6,2431.5399999999936,4.862605409712,0.8366921473245309,1.0511113997882007
6359,OLE SMOKY DISTILLERY LLC,1715,Ole Smoky Apple Pie Moonshne,13.76,19.99,750.0,3455,47540.8,3021.0,57026.78999999999,41850.88,2381.23,1922.0,9485.98999999999,16.63426961258032,0.8743849493487699,1.1995336637162184
9552,M S WALKER INC,5333,Jenkins Amaretto,8.65,12.99,1750.0,5488,47471.2,4970.0,64757.3,41997.92,9134.13,55551.82,17286.100000000006,26.693670057275405,0.9056122448979592,1.3641386777667304
4425,MARTIGNETTI COMPANIES,41990,Heitz Cab Svgn Napa,35.48,54.99,750.0,1337,47436.76,1065.0,57797.35,33955.76,118.19,144929.24,10360.589999999997,17.925718047626745,0.7965594614809275,1.2184084663455093
9165,ULTRA BEVERAGE COMPANY LLP,5833,Patron Roca Silver Tequila,50.77,64.99,750.0,934,47419.18,801.0,54471.99,48162.92,632.14,68054.7,7052.809999999998,12.947590128431141,0.8576017130620985,1.1487332762818758
3960,DIAGEO NORTH AMERICA INC,5872,Godiva Chocolate Liqueur,2.32,2.99,50.0,20416,47365.119999999995,15953.0,47699.47,21202.09,822.02,257032.07,334.3500000000058,0.7009511845729226,0.7813969435736677,1.0070589919333046
7245,PROXIMO SPIRITS INC.,3791,Jose Cuervo Especial Silver,6.56,10.99,375.0,7217,47343.52,6580.0,68830.2,52144.36,2578.39,38994.78,21486.68,31.216936751600315,0.9117361784675073,1.4538462708307283
8352,LUXCO INC,7994,Stock Italian Sweet Vermouth,7.93,9.99,1500.0,5969,47334.17,5603.0,54766.97,34373.89,8811.1,10261.6,7432.800000000003,13.571683808689805,0.9386831965153292,1.1570282102760014
9815,WINE GROUP INC,24303,Cupcake Black Forest,4.99,8.99,750.0,9483,47320.17,7917.0,58987.83,23113.2,884.4,27100.41,11667.660000000003,19.779774912893057,0.8348623853211009,1.2465684294878907
7245,PROXIMO SPIRITS INC.,3183,Jose Cuervo Tradicional Slvr,13.7,18.49,750.0,3446,47210.200000000004,3254.0,62841.45999999999,52393.439999999995,2566.36,38994.78,15631.259999999987,24.874119729236064,0.9442832269297736,1.3310992116110498
4425,MARTIGNETTI COMPANIES,29431,Clos du Val Cab Svgn Napa,19.86,34.99,750.0,2376,47187.36,3128.0,100408.72,50954.21,348.18,144929.24,53221.36,53.00471911204525,1.3164983164983164,2.1278732270675875
4425,MARTIGNETTI COMPANIES,26280,Chalone Estate Grown Chard,10.66,15.99,750.0,4420,47117.200000000004,2184.0,34922.16,13415.61,243.87,144929.24,-12195.04,-34.92063492063492,0.49411764705882355,0.7411764705882353
9552,M S WALKER INC,37401,Excelsior S Afr Cab Svgn,5.26,8.99,750.0,8946,47055.96,8081.0,66073.19,25581.71,902.58,55551.82,19017.230000000003,28.78206728023878,0.9033087413369103,1.4041407294633879
1392,CONSTELLATION BRANDS INC,3875,Svedka Cucumber Lime Vodka,10.31,12.99,750.0,4564,47054.84,3094.0,35021.06,20754.71,2437.38,79528.99,-12033.779999999999,-34.36155273426903,0.6779141104294478,0.7442605266535812
4380,CHARLES JACQUIN ET CIE INC,3524,Pravda Polish Vodka,14.7,19.99,750.0,3201,47054.700000000004,2618.0,52926.32,40385.0,2064.2200000000003,1675.39,5871.619999999995,11.093950986956953,0.8178694158075601,1.1247828590980284
1392,CONSTELLATION BRANDS INC,2830,Serpent's Bite Cider Whiskey,10.44,15.99,750.0,4507,47053.08,3466.0,48368.340000000004,33753.89,2731.73,79528.99,1315.260000000002,2.7192580932072548,0.7690259596183714,1.0279526866254027
17035,PERNOD RICARD USA,5330,Kahlua White Russian RTD,11.42,15.99,1750.0,4119,47038.979999999996,3603.0,59727.97,47725.24,6624.22,123780.22,12688.990000000005,21.244636306909484,0.8747268754552076,1.269754786349534
11567,CAMPARI AMERICA,178,Wild Turkey Russell's RSV,20.76,29.99,750.0,2257,46855.32,2196.0,63082.03999999999,52627.68,1732.45,20964.81,16226.719999999994,25.723201088614122,0.972972972972973,1.346315423734167
12546,JIM BEAM BRANDS COMPANY,2183,McClelland Highland Single,14.61,18.99,750.0,3207,46854.27,2852.0,57496.479999999996,49114.659999999996,2249.69,123880.97,10642.21,18.509324396902212,0.8893046460866854,1.2271342611890015
2000,SOUTHERN WINE & SPIRITS NE,2167,Old Beezer 10 Yr SB Bourbon,25.55,34.49,750.0,1833,46833.15,778.0,27222.22,25227.79,614.12,19016.59,-19610.93,-72.0401569012373,0.42444080741953083,0.5812596419416588
660,SAZERAC NORTH AMERICA INC.,5410,Raspberry di Amore,6.15,9.99,750.0,7611,46807.65,6893.0,62920.57,44030.840000000004,5431.3,17932.33,16112.919999999998,25.608350337576407,0.9056628563920641,1.3442368929010535
12546,JIM BEAM BRANDS COMPANY,2826,Bowmore Small Batch Sngl Mlt,29.59,36.99,750.0,1576,46633.84,1440.0,55023.600000000006,47118.670000000006,1135.96,123880.97,8389.76000000001,15.247566498738738,0.9137055837563451,1.1799071232392617
3252,E & J GALLO WINERY,39593,Redwood Creek Pnt Nr Cal,6.33,9.99,1500.0,7366,46626.78,7358.0,73839.42,42375.770000000004,1644.0,61966.91,27212.64,36.853810606854715,0.9989139288623404,1.5836268341927107
6785,PALM BAY INTERNATIONAL INC,1817,Irishman Founders RSV Whisky,16.79,21.99,750.0,2775,46592.25,2503.0,54272.969999999994,46043.78,1974.47,13605.41,7680.719999999994,14.1520171090692,0.901981981981982,1.164849733593033
653,STATE WINE & SPIRITS,20532,Bread & Butter Pnt Nr,8.72,12.99,750.0,5337,46538.64,4267.0,54766.33,23078.12,476.28000000000003,8014.9800000000005,8227.690000000002,15.023263380986096,0.7995128349259883,1.1767926608942592
4425,MARTIGNETTI COMPANIES,14539,Dom de Dionysos La Deveze,10.06,14.99,750.0,4623,46507.38,4037.0,60514.63,29425.37,449.59000000000003,144929.24,14007.25,23.14688200192251,0.873242483235994,1.3011833820782852
9165,ULTRA BEVERAGE COMPANY LLP,6881,Midnight Moon Cranberry,13.86,18.99,750.0,3355,46500.3,4111.0,50736.89,16464.92,3237.34,68054.7,4236.5899999999965,8.350117636299736,1.2253353204172877,1.0911088745664006
12546,JIM BEAM BRANDS COMPANY,4195,Calico Jack Spiced Rum No 94,8.65,10.99,750.0,5369,46441.85,4931.0,56402.69,46494.520000000004,3888.3500000000004,123880.97,9960.840000000004,17.660221524895363,0.9184205624883591,1.2144798279999613
6785,PALM BAY INTERNATIONAL INC,8386,Dry Sack Sherry,9.85,13.49,750.0,4705,46344.25,4091.0,55187.590000000004,37232.4,3224.01,13605.41,8843.340000000004,16.024146008187717,0.869500531349628,1.190818494203704
3252,E & J GALLO WINERY,34133,Turning Leaf RSV Cab Svgn,6.12,9.99,1500.0,7572,46340.64,8871.0,89554.29,46904.92,1984.45,61966.91,43213.649999999994,48.25413723898654,1.171553090332805,1.9325216483846575
4466,AMERICAN VINTAGE BEVERAGE,5215,TGI Fridays Long Island Iced,9.41,12.99,1750.0,4923,46325.43,4288.0,55701.12,38164.62,7881.72,793.91,9375.690000000002,16.832139102409435,0.8710136095876498,1.2023875439472447
3664,WILLIAM GRANT & SONS INC,6950,Solerno Blood Orange Liqueur,23.52,31.99,750.0,1967,46263.840000000004,1778.0,59215.22,50222.94,1402.46,30234.420000000002,12951.379999999997,21.87170798318405,0.9039145907473309,1.279946065869154
6785,PALM BAY INTERNATIONAL INC,26710,Feudi Di San Gregorio Fiano,9.26,13.99,750.0,4995,46253.700000000004,4995.0,26032.05,4517.12,560.92,13605.41,-20221.650000000005,-77.67982160452213,1.0,0.562810110326309
9552,M S WALKER INC,17707,Smoking Loon Steelbird Chard,4.62,6.79,750.0,10011,46250.82,8961.0,74293.19,31629.25,1000.4100000000001,55551.82,28042.370000000003,37.74554572229299,0.8951153730896014,1.6063107637875393
4425,MARTIGNETTI COMPANIES,20706,A Proper Claret,10.66,16.99,750.0,4333,46189.78,4417.0,45283.83,17611.1,493.45,144929.24,-905.9499999999971,-2.0006037475186993,1.0193861066235865,0.9803863538644263
9165,ULTRA BEVERAGE COMPANY LLP,2116,Sapling Maple Bourbon,27.33,41.99,750.0,1689,46160.369999999995,1275.0,52897.25,41334.04,1005.5500000000001,68054.7,6736.880000000005,12.735784941561242,0.7548845470692718,1.145945103992884
3924,HEAVEN HILL DISTILLERIES,5149,Hpnotiq Liqueur,23.19,34.99,1750.0,1987,46078.53,1823.0,58504.77,43996.35,3351.32,14069.87,12426.239999999998,21.23970404464456,0.9174635128334172,1.2696752695886782
3960,DIAGEO NORTH AMERICA INC,2759,Johnnie Walker Red Label,10.14,13.99,375.0,4543,46066.020000000004,3848.0,53833.520000000004,45635.38,1505.46,257032.07,7767.5,14.428742538106368,0.8470173893902707,1.1686166940404228
2555,DISARONNO INTERNATIONAL LLC,1704,Amaretto DiSaronno Summer Pk,19.22,24.99,750.0,2395,46031.899999999994,2217.0,50480.829999999994,37203.74,1747.48,5861.03,4448.93,8.813107866887293,0.925678496868476,1.096648845691792
4425,MARTIGNETTI COMPANIES,10666,Clayhouse Adobe Cntrl Cst Wh,7.74,12.99,750.0,5947,46029.78,3072.0,18394.28,5935.6900000000005,344.26,144929.24,-27635.5,-150.23963971408506,0.5165629729275265,0.39961694363953076
17035,PERNOD RICARD USA,4989,Martell VS Cognac,16.66,24.99,750.0,2759,45964.939999999995,2227.0,51365.729999999996,33184.63,1755.6200000000001,123780.22,5400.790000000001,10.514383811930642,0.807176513229431,1.1174980321958432
1392,CONSTELLATION BRANDS INC,14818,Simi Pnt Nr Sonoma Cnty,10.73,19.99,750.0,4277,45892.21,2298.0,40877.02,22920.55,255.54000000000002,79528.99,-5015.190000000002,-12.268971661828584,0.5372924947393033,0.8907180543277388
9165,ULTRA BEVERAGE COMPANY LLP,8097,Patron Citronge Orange,9.44,13.99,375.0,4859,45868.96,4314.0,56296.86,45429.25,1688.98,68054.7,10427.900000000001,18.523057946748718,0.8878370034986622,1.2273411038750388
9165,ULTRA BEVERAGE COMPANY LLP,759,Bunnahabhain 12 Yr Single,37.0,49.99,750.0,1239,45843.0,1031.0,57703.69,49489.16,813.2800000000001,68054.7,11860.690000000002,20.554474072628633,0.8321226795803067,1.258724123639378
7153,PINE STATE TRADING CO,33143,Our Daily Red,6.2,9.99,750.0,7374,45718.8,6638.0,64247.62,35277.6,737.24,15884.82,18528.82,28.83969865342872,0.9001898562516951,1.4052779163057647
7239,REMY COINTREAU USA INC,8280,Piper Sonoma Brut,8.9,12.99,750.0,5134,45692.6,4501.0,63417.99,26894.97,502.12,16978.67,17725.39,27.950097440805045,0.8767043241137514,1.3879269290869856
9552,M S WALKER INC,35393,Tohu Svgn Bl Marlboro,8.6,12.99,750.0,5310,45666.0,4990.0,69758.1,31593.44,556.3100000000001,55551.82,24092.100000000006,34.53663445535358,0.9397363465160076,1.5275719353567208
9552,M S WALKER INC,4582,Diplomatico Venezln Rsva Rum,29.19,39.99,750.0,1564,45653.159999999996,961.0,33625.39,20189.23,757.11,55551.82,-12027.769999999997,-35.769904824895704,0.6144501278772379,0.736540252635305
1392,CONSTELLATION BRANDS INC,17814,Ruffino Chianti Clsc Rsv Gld,23.64,34.99,750.0,1931,45648.840000000004,1568.0,56339.32,33985.55,173.94,79528.99,10690.479999999996,18.975166899422987,0.8120145002589332,1.234189521573823
9165,ULTRA BEVERAGE COMPANY LLP,46830,Pacific Rim Sweet Rsl,5.91,9.99,750.0,7718,45613.380000000005,7092.0,64480.200000000004,33652.96,789.21,68054.7,18866.82,29.25986581927475,0.9188909043793729,1.4136246864406892
9165,ULTRA BEVERAGE COMPANY LLP,870,Carpano Antica Formula,17.64,29.99,1000.0,2575,45423.0,2235.0,64846.649999999994,47239.719999999994,335.25,68054.7,19423.649999999994,29.953204984374672,0.8679611650485437,1.427617066243973
3960,DIAGEO NORTH AMERICA INC,8092,Johnnie Walker Red Label,1.7,2.29,50.0,26718,45420.6,23083.0,52860.07,14779.66,1201.39,257032.07,7439.470000000001,14.073893583568847,0.8639493974099858,1.1637906588640397
1590,DIAGEO CHATEAU ESTATE WINES,37420,Provenance Napa Merlot,11.98,17.49,750.0,3789,45392.22,994.0,17882.059999999998,5109.16,111.23,7259.75,-27510.160000000003,-153.84223070496355,0.2623383478490367,0.39394548228749326
8112,MOET HENNESSY USA INC,3168,Belvedere UF Intense Vodka,18.97,25.99,750.0,2392,45376.24,1923.0,48278.77,36465.49,1516.43,48347.26,2902.529999999999,6.01202143302325,0.8039297658862876,1.0639658552581703
9815,WINE GROUP INC,24002,Corbett Canyon Chard,4.63,6.99,1500.0,9799,45369.37,9735.0,71761.65,31793.36,2180.9300000000003,27100.41,26392.27999999999,36.777693935409786,0.9934687212980916,1.5817202222556759
1590,DIAGEO CHATEAU ESTATE WINES,25202,Rosenblum R Sauret Zinfandel,8.16,11.99,750.0,5559,45361.44,5547.0,66508.53,19831.46,621.41,7259.75,21147.089999999997,31.796056836619297,0.9978413383702105,1.4661908881199537
1392,CONSTELLATION BRANDS INC,24612,Estancia Pnt Nr Monterey,5.82,13.99,750.0,7791,45343.62,6936.0,83298.64,36151.95,773.99,79528.99,37955.02,45.5649936181431,0.8902579899884482,1.8370531510276418
4425,MARTIGNETTI COMPANIES,27203,DeLoach Ethans Vyd Znfdl,8.84,12.99,750.0,5120,45260.8,2586.0,33592.14,11963.79,289.41,144929.24,-11668.660000000003,-34.736280570395344,0.505078125,0.7421905931843891
3924,HEAVEN HILL DISTILLERIES,3363,Lunazul Reposado Tequila,9.69,13.99,750.0,4670,45252.3,4368.0,59915.32,45980.56,3443.6600000000003,14069.87,14663.019999999997,24.47290609480179,0.9353319057815845,1.3240281709437973
4692,KOBRAND CORPORATION,21032,Taylor Fladgate 10-Yr Tawny,15.12,25.99,750.0,2992,45239.04,2446.0,60293.53999999999,47549.719999999994,270.11,9139.38,15054.499999999993,24.968678236507582,0.8175133689839572,1.332776734431146
3960,DIAGEO NORTH AMERICA INC,5630,Cabin Fever Maple Liqueur,14.17,17.99,750.0,3190,45202.299999999996,3661.0,70489.39,53732.079999999994,2886.1800000000003,257032.07,25287.090000000004,35.873611617294465,1.1476489028213166,1.5594204277215984
6355,NICHE W & S,5462,Barenjager Honey Liqueur,14.7,21.99,750.0,3074,45187.8,2684.0,56001.159999999996,45531.21,2116.6800000000003,551.21,10813.359999999993,19.309171452877035,0.8731294729993494,1.2392982176605187
