VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
4692,KOBRAND CORPORATION,8076,Jadot Moulin-a-Vent Jacques,11.68,17.99,750.0,24,280.32,16.0,295.84,169.91,1.78,9139.38,15.519999999999982,5.24607896160086,0.6666666666666666,1.0553652968036529
9744,FREDERICK WILDMAN & SONS,6543,Folonari Pinot Grigio Venez,5.84,8.99,750.0,48,280.32,24.0,215.76,17.98,2.7,3999.93,-64.56,-29.92213570634038,0.5,0.7696917808219178
10754,PERFECTA WINES,26889,Jaboulet Crozes Hermitage L,11.68,17.99,750.0,24,280.32,25.0,577.75,479.78999999999996,2.75,28720.52,297.43,51.480744266551284,1.0416666666666667,2.061037385844749
7749,R.P.IMPORTS INC,19796,San Zopito Montepulciano d'A,19.99,29.99,750.0,14,279.86,39.0,1169.61,689.77,4.34,91.5,889.7499999999999,76.07236600234266,2.7857142857142856,4.179268205531336
8892,TRINCHERO FAMILY ESTATES,19176,Sutter Home Red Moscato,6.66,9.99,1500.0,42,279.72,29.0,289.71,89.91,6.510000000000001,11595.97,9.989999999999952,3.4482758620689493,0.6904761904761905,1.0357142857142856
12546,JIM BEAM BRANDS COMPANY,1006,Jim Beam Candy Cane 4/50mLs,3.14,3.99,50.0,89,279.46,328.0,1308.72,323.19,17.03,123880.97,1029.26,78.64631089919921,3.6853932584269664,4.683031560867388
7749,R.P.IMPORTS INC,19797,Lucanto Montepulciano d'Abru,11.64,16.99,750.0,24,279.36,32.0,543.68,152.91,3.58,91.5,264.31999999999994,48.616833431430244,1.3333333333333333,1.9461626575028634
90024,VINILANDIA USA,22017,Foss Marai Roos Spumante Bru,11.64,16.99,750.0,24,279.36,1.0,16.99,16.99,0.11,2802.64,-262.37,-1544.2613301942322,0.041666666666666664,0.06081758304696448
90024,VINILANDIA USA,25301,Barrique Pnt Nr,11.64,16.99,750.0,24,279.36,9.0,152.91,101.94,1.0,2802.64,-126.45000000000002,-82.69570335491467,0.375,0.5473582474226804
105,ALTAMAR BRANDS LLC,2529,Right Gin,23.25,29.99,750.0,12,279.0,6.0,179.94,29.99,4.72,62.39,-99.06,-55.051683894631545,0.5,0.6449462365591397
653,STATE WINE & SPIRITS,41133,McManis Viognier River Junct,7.74,11.99,750.0,36,278.64,12.0,143.88,11.99,1.35,8014.9800000000005,-134.76,-93.66138448707255,0.3333333333333333,0.516365202411714
1392,CONSTELLATION BRANDS INC,34746,Hogue Clrs Pnt Gris Columbia,7.74,11.99,750.0,36,278.64,36.0,411.64,133.88,4.05,79528.99,133.0,32.309785249246914,1.0,1.477318403674993
7153,PINE STATE TRADING CO,20628,Clos Amador Brut Cava,7.74,11.99,750.0,36,278.64,0.0,0.0,0.0,0.0,15884.82,-278.64,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,22057,Le Macchiole Bolgheri Rosso,17.41,26.99,750.0,16,278.56,50.0,1349.5,620.77,5.57,144929.24,1070.94,79.35828084475732,3.125,4.844557725445147
9165,ULTRA BEVERAGE COMPANY LLP,12134,Pro.mis.Q.ous Red CA,7.33,12.99,750.0,38,278.53999999999996,38.0,417.62,208.81,4.23,68054.7,139.08000000000004,33.30300272975433,1.0,1.4993178717598912
516,BANFI PRODUCTS CORP,34893,Banfi Rosa Regale,5.8,8.99,375.0,48,278.4,15.0,157.85,147.86,0.89,8510.41,-120.54999999999998,-76.36997149192271,0.3125,0.5669899425287357
1587,VINEYARD BRANDS INC,19321,Goats Do Roam White,5.8,8.99,750.0,48,278.4,48.0,431.52,62.93,5.39,6070.09,153.12,35.483870967741936,1.0,1.55
5612,MILTONS DISTRIBUTING CO,20537,The Pass Svgn Bl,5.8,8.99,750.0,48,278.4,48.0,431.52,35.96,5.4,9.46,153.12,35.483870967741936,1.0,1.55
3960,DIAGEO NORTH AMERICA INC,3424,Peligroso Cinnamon Tequila,11.59,15.99,750.0,24,278.16,118.0,1886.82,1263.21,92.98,257032.07,1608.6599999999999,85.25773523706553,4.916666666666667,6.783218291630715
10754,PERFECTA WINES,24341,Dom Henri Boillot Mersault,46.35,69.99,750.0,6,278.1,18.0,1259.82,629.91,2.0100000000000002,28720.52,981.7199999999999,77.92541791684526,3.0,4.53009708737864
9819,TREASURY WINE ESTATES,23644,Beringer Red Crush,4.63,6.99,750.0,60,277.8,26.0,181.74,55.92,2.91,14836.57,-96.06,-52.8557279630241,0.43333333333333335,0.6542116630669547
4425,MARTIGNETTI COMPANIES,44177,Three Saints Snt Maria Chard,11.56,16.99,750.0,24,277.44,1.0,16.99,16.99,0.11,144929.24,-260.45,-1532.960565038258,0.041666666666666664,0.061238465974625136
9552,M S WALKER INC,26156,Pino Pnt Nr Oregon,11.56,16.99,750.0,24,277.44,0.0,0.0,0.0,0.0,55551.82,-277.44,-inf,0.0,0.0
10754,PERFECTA WINES,26253,Harlaftis Chard,11.56,16.99,750.0,24,277.44,12.0,203.88,16.99,1.35,28720.52,-73.56,-36.08004708652148,0.5,0.7348615916955017
9815,WINE GROUP INC,37651,Glen Ellen Pnt Grigio RSV,3.3,4.99,750.0,84,277.2,72.0,359.28000000000003,59.88,8.08,27100.41,82.08000000000004,22.84569138276554,0.8571428571428571,1.2961038961038962
9165,ULTRA BEVERAGE COMPANY LLP,22675,For A Song  The Score,5.33,7.99,750.0,52,277.15999999999997,182.0,1454.18,615.23,20.3,68054.7,1177.02,80.94046129089934,3.5,5.246716697936211
5992,MCCORMICK DISTILLING CO,3646,Tarantula Azul Tequila,15.38,19.99,1750.0,18,276.84000000000003,24.0,575.76,67.97,44.09,1567.85,298.91999999999996,51.91746561067111,1.3333333333333333,2.0797572605114865
3252,E & J GALLO WINERY,29558,Livingston Merlot Cal,5.22,7.99,1500.0,53,276.66,40.0,319.6,143.82,8.97,61966.91,42.94,13.43554443053817,0.7547169811320755,1.1552085592423913
1650,Circa Wines,26921,Tenuta la Favola Bianco,11.51,17.49,750.0,24,276.24,24.0,419.76,34.98,2.7,211.97,143.51999999999998,34.19096626643796,1.0,1.519548218940052
9552,M S WALKER INC,24876,Wine & Soul Manoela Douro,13.15,21.99,750.0,21,276.15000000000003,173.0,3546.27,2710.68,19.11,55551.82,3270.12,92.21294486883401,8.238095238095237,12.841825095057033
4425,MARTIGNETTI COMPANIES,21712,Ferghettina Francia Mil Brut,34.48,49.99,750.0,8,275.84,15.0,749.85,299.94,1.6800000000000002,144929.24,474.01000000000005,63.21397612855905,1.875,2.7184237238979123
1650,Circa Wines,26624,Marchesi Bassini Chianti Rsv,7.66,11.49,750.0,36,275.76,36.0,413.64,34.47,4.050000000000001,211.97,137.88,33.33333333333333,1.0,1.5
9819,TREASURY WINE ESTATES,25468,Run Riot Pnt Nr,11.48,16.99,750.0,24,275.52,2.0,36.98,36.98,0.22,14836.57,-238.54,-645.0513791238508,0.08333333333333333,0.13421893147502903
10754,PERFECTA WINES,20931,Frey Vyds Bio Field Blend Rd,11.48,16.99,750.0,24,275.52,2.0,33.98,33.98,0.22,28720.52,-241.54,-710.8298999411419,0.08333333333333333,0.12333042973286876
10754,PERFECTA WINES,21653,Pendulum Red,11.48,16.99,750.0,24,275.52,6.0,101.94,84.94999999999999,0.66,28720.52,-173.57999999999998,-170.27663331371394,0.25,0.3699912891986063
90010,VINEXTRA INC,22471,Dom Specht Rsl Alsace,11.48,16.99,750.0,24,275.52,16.0,271.84,67.96,1.79,524.94,-3.680000000000007,-1.3537374926427337,0.6666666666666666,0.9866434378629501
9552,M S WALKER INC,23121,Steele Stymie Merlot Lake Cy,15.23,31.99,750.0,18,274.14,15.0,452.84999999999997,324.89,1.66,55551.82,178.70999999999998,39.463398476316655,0.8333333333333334,1.6518931932589187
653,STATE WINE & SPIRITS,22500,Chaman Petit Verdot,13.69,19.99,750.0,20,273.8,8.0,159.92,19.99,0.9,8014.9800000000005,-113.88000000000002,-71.21060530265135,0.4,0.5840759678597516
653,STATE WINE & SPIRITS,17697,Pearls of Simplicity Junmai,22.81,33.99,720.0,12,273.72,0.0,0.0,0.0,0.0,8014.9800000000005,-273.72,-inf,0.0,0.0
9552,M S WALKER INC,18666,Rickshaw Chard Cal,11.4,16.99,750.0,24,273.6,2.0,33.98,16.99,0.22,55551.82,-239.62000000000003,-705.1795173631549,0.08333333333333333,0.12419590643274851
10754,PERFECTA WINES,17010,Mas Sorrer Montsant Red,11.4,16.99,750.0,24,273.6,0.0,0.0,0.0,0.0,28720.52,-273.6,-inf,0.0,0.0
90010,VINEXTRA INC,16377,Ch Moncontour Vouvray Demi S,11.4,16.99,750.0,24,273.6,29.0,474.71,333.79999999999995,3.22,524.94,201.10999999999996,42.36481220113332,1.2083333333333333,1.735051169590643
2242,DELICATO VINEYARDS INC,13583,Twisted Cab Svgn Cal,2.53,3.79,750.0,108,273.24,84.0,755.16,53.94,9.450000000000001,7982.65,481.91999999999996,63.81693945653901,0.7777777777777778,2.763724198506807
653,STATE WINE & SPIRITS,9126,Caffo Grappa Italiana,14.37,23.99,750.0,19,273.03,13.0,285.87,153.92999999999998,1.45,8014.9800000000005,12.840000000000032,4.491552104103275,0.6842105263157895,1.0470277991429515
7153,PINE STATE TRADING CO,22094,Trione Family Vyds Red Blend,22.75,32.99,750.0,12,273.0,0.0,0.0,0.0,0.0,15884.82,-273.0,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1460,Old Forester Bourbon,12.4,15.99,750.0,22,272.8,20.0,439.79999999999995,373.83,15.770000000000001,68601.68,166.99999999999994,37.97180536607548,0.9090909090909091,1.6121700879765393
4692,KOBRAND CORPORATION,19722,Taittinger Brut Millesime,45.45,69.99,750.0,6,272.7,6.0,419.94,69.99,0.68,9139.38,147.24,35.06215173596228,1.0,1.53993399339934
3252,E & J GALLO WINERY,12124,Gallo Family Vyds Sweet Red,3.24,4.99,750.0,84,272.16,61.0,304.39,64.87,6.83,61966.91,32.22999999999996,10.588389894543173,0.7261904761904762,1.118422986478542
4425,MARTIGNETTI COMPANIES,22119,Don Simon Selecion Chard,3.24,4.99,750.0,84,272.16,68.0,339.32,99.80000000000001,7.6,144929.24,67.15999999999997,19.792526228928438,0.8095238095238095,1.2467666078777189
653,STATE WINE & SPIRITS,16760,Plungerhead OV Dry Crk Znfdl,11.33,16.99,750.0,24,271.92,1.0,16.99,16.99,0.11,8014.9800000000005,-254.93,-1500.4708652148324,0.041666666666666664,0.062481612238893786
9552,M S WALKER INC,21359,Stephen Vincent Pnt Nr,11.33,16.99,750.0,24,271.92,15.0,254.85,50.97,1.6800000000000002,55551.82,-17.07000000000002,-6.698057680988826,0.625,0.9372241835834068
10754,PERFECTA WINES,21502,Cambridge Chard Carneros,11.33,16.99,750.0,24,271.92,93.0,1686.07,1451.1999999999998,10.25,28720.52,1414.1499999999999,83.87255570646532,3.875,6.200610473668726
3252,E & J GALLO WINERY,6431,Boones Sangria,2.06,2.99,750.0,132,271.91999999999996,122.0,364.78000000000003,47.84,13.69,61966.91,92.86000000000007,25.4564394977795,0.9242424242424242,1.34149749926449
1485,CASTLE BRANDS CORP.,930,Pallini Limoncello Liqueur,1.14,1.49,50.0,238,271.32000000000005,238.0,354.62,23.84,12.49,8497.59,83.29999999999995,23.489932885906025,1.0,1.307017543859649
200,AMERICAN SPIRITS EXCHANGE,19715,Slices Sangria Red,7.53,10.99,750.0,36,271.08,12.0,131.88,131.88,1.32,6.1899999999999995,-139.2,-105.55050045495904,0.3333333333333333,0.48649845064187697
1392,CONSTELLATION BRANDS INC,12258,Rex Goliath Cab Svgn Free Ra,7.53,10.99,1500.0,36,271.08,24.0,272.76,85.93,5.37,79528.99,1.6800000000000068,0.6159260888693382,0.6666666666666666,1.0061974324922531
8673,STE MICHELLE WINE ESTATES,6784,Hawk Crest Chard,7.53,10.99,750.0,36,271.08,17.0,210.83,160.87,1.8800000000000001,15919.7,-60.24999999999997,-28.577526917421604,0.4722222222222222,0.7777408882986573
90024,VINILANDIA USA,25151,Fred's Red Mendocino County,7.53,10.99,750.0,36,271.08,15.0,164.85,43.96,1.6800000000000002,2802.64,-106.22999999999999,-64.44040036396724,0.4166666666666667,0.6081230633023462
8673,STE MICHELLE WINE ESTATES,23242,Columbia Crest H3 Svgn Bl,4.84,11.99,750.0,56,271.04,39.0,442.11,141.37,4.37,15919.7,171.07,38.69399018343851,0.6964285714285714,1.6311614521841793
1590,DIAGEO CHATEAU ESTATE WINES,41831,BV Coastal Estate Cab Svgn,3.76,5.49,375.0,72,270.71999999999997,54.0,296.46,137.25,3.08,7259.75,25.74000000000001,8.68245294474803,0.75,1.0950797872340425
9165,ULTRA BEVERAGE COMPANY LLP,5363,Luxardo Angioletto Hazelnut,12.3,15.99,750.0,22,270.6,74.0,1183.26,831.48,58.37,68054.7,912.66,77.13097713097713,3.3636363636363638,4.372727272727272
1392,CONSTELLATION BRANDS INC,6355,Taylor Cream Sherry,3.22,4.99,750.0,84,270.48,38.0,189.62,114.77000000000001,4.22,79528.99,-80.86000000000001,-42.64318109904019,0.4523809523809524,0.7010499852114759
3252,E & J GALLO WINERY,45913,Gallo Twin Vly Pnt Grigio,3.22,4.99,750.0,84,270.48,46.0,229.54000000000002,49.900000000000006,5.16,61966.91,-40.94,-17.83567134268537,0.5476190476190477,0.8486394557823129
6785,PALM BAY INTERNATIONAL INC,23998,Belguardo Serrata Toscana,6.75,9.99,750.0,40,270.0,296.0,2957.04,1338.66,33.01,13605.41,2687.04,90.86924762600438,7.4,10.952
9165,ULTRA BEVERAGE COMPANY LLP,22904,Mercer Canyons Cab Svgn,11.25,16.99,750.0,24,270.0,14.0,237.85999999999999,33.98,1.57,68054.7,-32.140000000000015,-13.512150004204159,0.5833333333333334,0.880962962962963
9552,M S WALKER INC,17372,Mionetto Il Spriz,6.57,12.99,750.0,41,269.37,167.0,1668.33,849.15,18.62,55551.82,1398.96,83.85391379403356,4.073170731707317,6.19345138656866
8892,TRINCHERO FAMILY ESTATES,25859,Handsome Devil Cab Svgn,7.48,10.99,750.0,36,269.28000000000003,25.0,274.75,153.86,2.7800000000000002,11595.97,5.46999999999997,1.9909008189262858,0.6944444444444444,1.0203134284016635
10000,MAJESTIC FINE WINES,35104,La Crema Russian Rive Pnt Nr,22.44,32.99,750.0,12,269.28,12.0,395.88,65.98,1.36,17587.59,126.60000000000002,31.97938769324038,1.0,1.4701426024955437
7749,R.P.IMPORTS INC,19054,Chateau Gazin Pomerol 10,89.65,129.99,750.0,3,268.95,3.0,389.97,129.99,0.34,91.5,121.02000000000004,31.033156396645907,1.0,1.4499721137757948
8892,TRINCHERO FAMILY ESTATES,29131,Sutter Home White Merlot Cal,4.07,5.99,187.0,66,268.62,54.0,323.46,137.77,1.56,11595.97,54.839999999999975,16.95418289742162,0.8181818181818182,1.2041545677909313
9552,M S WALKER INC,24554,Merieau L'Arpent des Vaudons,8.66,12.99,750.0,31,268.46,123.0,1597.77,1091.16,13.620000000000001,55551.82,1329.31,83.19783197831978,3.967741935483871,5.951612903225807
1650,Circa Wines,26089,Pietro Rinaldi di Como Dolce,11.18,16.99,750.0,24,268.32,24.0,407.76,33.98,2.7,211.97,139.44,34.19658622719247,1.0,1.5196779964221825
2000,SOUTHERN WINE & SPIRITS NE,23334,Ch Lalande Borie 11 Julien,20.64,31.99,750.0,13,268.32,36.0,1151.6399999999999,607.81,3.99,19016.59,883.3199999999999,76.70105241221215,2.769230769230769,4.292039355992844
2000,SOUTHERN WINE & SPIRITS NE,24600,Manteo Red Blend Sonoma Cnty,11.18,16.99,750.0,24,268.32,24.0,407.76,16.99,2.7,19016.59,139.44,34.19658622719247,1.0,1.5196779964221825
4425,MARTIGNETTI COMPANIES,23101,Steelhead Red,6.53,9.99,750.0,41,267.73,163.0,1628.3700000000001,359.64,18.3,144929.24,1360.64,83.55840503079767,3.975609756097561,6.082134986740373
3924,HEAVEN HILL DISTILLERIES,351,Rittenhouse Rye Bonded Whsky,22.3,28.99,750.0,12,267.6,12.0,347.88,28.99,9.45,14069.87,80.27999999999997,23.07692307692307,1.0,1.2999999999999998
17037,Dunn Wine Brokers,12816,Donum Russian River Pnt Nr,44.59,65.99,750.0,6,267.54,6.0,395.93999999999994,197.96999999999997,0.67,358.03000000000003,128.39999999999992,32.429155932717066,1.0,1.4799282350302756
653,STATE WINE & SPIRITS,23939,Alias Pnt Nr,7.43,10.99,750.0,36,267.48,2.0,21.98,21.98,0.22,8014.9800000000005,-245.50000000000003,-1116.9244767970883,0.05555555555555555,0.08217436817705996
4692,KOBRAND CORPORATION,27816,Jadot Ch des Jacques Flr 14,14.86,21.99,750.0,18,267.48,0.0,0.0,0.0,0.0,9139.38,-267.48,-inf,0.0,0.0
90037,THE PIERPONT GROUP LLC,23138,Toschi Chard,7.43,11.99,750.0,36,267.48,12.0,143.88,11.99,1.35,27.98,-123.60000000000002,-85.90492076730611,0.3333333333333333,0.5379093764019739
90047,CRUSH WINES,27264,Red IQ,7.43,10.99,750.0,36,267.48,17.0,186.82999999999998,76.93,1.9100000000000001,1457.73,-80.65000000000003,-43.16758550553982,0.4722222222222222,0.6984821295050097
4425,MARTIGNETTI COMPANIES,5911,Faretti Biscotti Liqueur,19.08,33.99,750.0,14,267.12,30.0,830.6999999999999,578.79,23.63,144929.24,563.5799999999999,67.84398699891658,2.142857142857143,3.1098382749326143
9815,WINE GROUP INC,41795,Corbett Canyon Cab Svgn,8.9,12.99,3000.0,30,267.0,10.0,129.9,103.92,4.5,27100.41,-137.1,-105.54272517321014,0.3333333333333333,0.4865168539325843
1189,BULLY BOY DISTILLERS,3297,Bully Boy White Rum,22.21,27.99,750.0,12,266.52,12.0,335.88,55.98,9.44,609.39,69.36000000000001,20.65023222579493,1.0,1.260243133723548
9819,TREASURY WINE ESTATES,17065,Be. Bright Pnt Grigio,4.1,5.99,750.0,65,266.5,173.0,1036.27,640.9300000000001,19.17,14836.57,769.77,74.28276414447971,2.6615384615384614,3.8884427767354595
10754,PERFECTA WINES,14082,Zinck Pnt Blanc,10.66,15.99,750.0,25,266.5,3.0,47.97,31.98,0.33,28720.52,-218.53,-455.55555555555554,0.12,0.18
9552,M S WALKER INC,22385,Lake Chalice Cracklin Savie,11.1,16.99,750.0,24,266.4,5.0,84.94999999999999,84.94999999999999,0.55,55551.82,-181.45,-213.5962330782814,0.20833333333333334,0.3188813813813814
9165,ULTRA BEVERAGE COMPANY LLP,21025,Querceto Vin Santo Chianti C,24.18,36.99,500.0,11,265.98,10.0,369.9,184.95000000000002,0.76,68054.7,103.91999999999996,28.09407948094079,0.9090909090909091,1.3907060681254229
653,STATE WINE & SPIRITS,19732,Rib Shack Red,7.38,10.99,750.0,36,265.68,24.0,263.76,21.98,2.7,8014.9800000000005,-1.920000000000016,-0.7279344858962754,0.6666666666666666,0.9927732610659439
90011,FORTUNE WINE BROKERS LLC,11928,Finca Abril Malbec 1922,20.4,29.99,750.0,13,265.2,9.0,271.90999999999997,90.97,1.01,238.60999999999999,6.7099999999999795,2.4677282924497006,0.6923076923076923,1.0253016591251884
2561,EDRINGTON AMERICAS,2421,Highland Park Odin,265.14,349.99,750.0,1,265.14,8.0,2799.92,2799.92,6.32,9654.5,2534.78,90.53044372696363,8.0,10.56015689824244
4425,MARTIGNETTI COMPANIES,37537,Penfolds Tawny Port Club,11.03,15.99,750.0,24,264.72,24.0,383.76,31.98,2.7,144929.24,119.03999999999996,31.01938711694808,1.0,1.4496826835902084
4950,LATITUDE BEVERAGE COMPANY,20967,Ninety Cellars Lot 106 Pnt N,11.03,15.99,750.0,24,264.72,9.0,143.91,95.94,0.99,1610.0,-120.81000000000003,-83.94830102147178,0.375,0.5436310063463281
9552,M S WALKER INC,22358,Seifried Nelson Svgn Blanc,11.03,15.99,750.0,24,264.72,16.0,255.84,239.85,1.76,55551.82,-8.880000000000024,-3.4709193245778702,0.6666666666666666,0.9664551223934723
1590,DIAGEO CHATEAU ESTATE WINES,21924,BV Coastal Estate Svgn Bl,3.15,4.79,750.0,84,264.59999999999997,62.0,533.38,60.93,6.970000000000001,7259.75,268.78000000000003,50.39184071393754,0.7380952380952381,2.0157974300831447
7153,PINE STATE TRADING CO,40220,Bella Italia Pnt Grigio Ter,5.51,7.99,750.0,48,264.48,48.0,455.52,45.95,5.4,15884.82,191.03999999999996,41.93888303477344,1.0,1.7223230490018147
90047,CRUSH WINES,22080,Hacienda Zargon Merlot,5.51,8.99,750.0,48,264.48,2.0,19.98,19.98,0.22,1457.73,-244.50000000000003,-1223.7237237237239,0.041666666666666664,0.07554446460980035
3252,E & J GALLO WINERY,45875,Gallo Twin Vly Pnt Grigio,6.45,9.99,1500.0,41,264.45000000000005,30.0,305.7,60.94,6.74,61966.91,41.24999999999994,13.493621197252189,0.7317073170731707,1.1559841179807144
8320,SHAW ROSS INT L IMP LTD,5459,Liquore Strega,22.01,29.49,750.0,12,264.12,12.0,353.88,353.88,9.48,3151.92,89.75999999999999,25.364530349270936,1.0,1.339845524761472
480,BACARDI USA INC,805,B & B Liqueur Dom,26.39,32.99,1000.0,10,263.9,12.0,395.88,263.92,12.6,89286.27,131.98000000000002,33.338385369303836,1.2,1.5001136794240244
9744,FREDERICK WILDMAN & SONS,14126,Attitude 13 Rose Jolivet,9.08,13.99,750.0,29,263.32,167.0,2336.33,1301.07,18.57,3999.93,2073.0099999999998,88.72933190088729,5.758620689655173,8.872588485492937
7153,PINE STATE TRADING CO,21860,Le Grande Courtage Brut,10.96,19.49,750.0,24,263.04,12.0,232.88,173.41,1.33,15884.82,-30.160000000000025,-12.950875987633125,0.5,0.8853406326034062
10754,PERFECTA WINES,17948,Barco de Piedra Temp Red,10.96,16.99,750.0,24,263.04,24.0,407.76,33.98,2.7,28720.52,144.71999999999997,35.49146556798116,1.0,1.5501824817518246
90010,VINEXTRA INC,21777,Ch La Rame Brdx Rouge,10.95,15.99,750.0,24,262.8,6.0,97.94,65.96,0.66,524.94,-164.86,-168.32754747804782,0.25,0.3726788432267884
4425,MARTIGNETTI COMPANIES,18428,Cocci Grifoni Tellus Red,11.4,16.99,750.0,23,262.2,35.0,594.65,220.86999999999998,3.92,144929.24,332.45,55.906835953922474,1.5217391304347827,2.267925247902365
8892,TRINCHERO FAMILY ESTATES,16163,Sutter Home Pnt Nr,3.97,5.99,187.0,66,262.02,60.0,359.4,47.92,1.7000000000000002,11595.97,97.38,27.09515859766277,0.9090909090909091,1.3716510190061828
9552,M S WALKER INC,25658,Kir-Yianni Akakies Yianakoho,11.91,17.99,750.0,22,262.02,22.0,395.78,17.99,2.47,55551.82,133.76,33.79655364091162,1.0,1.510495382031906
3252,E & J GALLO WINERY,18854,Barefoot Cellars Rich Red,7.48,11.99,1500.0,35,261.8,16.0,188.84,117.9,3.58,61966.91,-72.96000000000001,-38.63588222834146,0.45714285714285713,0.7213139801375096
3951,HIGHLAND WINE MERCHANTS LLC,26654,CP Vini Salice Salentino Rsv,10.88,15.99,750.0,24,261.12,0.0,0.0,0.0,0.0,29.43,-261.12,-inf,0.0,0.0
90011,FORTUNE WINE BROKERS LLC,44221,Vinedo de Los Vientos Estiv,10.88,15.99,750.0,24,261.12,20.0,319.8,79.95,2.24,238.60999999999999,58.68000000000001,18.34896810506567,0.8333333333333334,1.2247242647058825
9165,ULTRA BEVERAGE COMPANY LLP,16649,Cesari Valpo Classico,9.67,14.99,750.0,27,261.09000000000003,65.0,974.35,659.5600000000001,7.2,68054.7,713.26,73.20367424436803,2.4074074074074074,3.7318549159293726
4692,KOBRAND CORPORATION,11668,Taittinger Brut Francaise,260.54,382.99,6000.0,1,260.54,1.0,382.99,382.99,0.9,9139.38,122.44999999999999,31.97211415441656,1.0,1.4699854149074998
480,BACARDI USA INC,4058,Bacardi Oakheart Spiced Rum,11.84,15.99,1000.0,22,260.48,8.0,127.92,127.92,8.4,89286.27,-132.56,-103.62726704190119,0.36363636363636365,0.49109336609336607
3960,DIAGEO NORTH AMERICA INC,3707,Smirnoff Ruby Red Grapefruit,0.74,0.99,50.0,352,260.48,1192.0,1180.08,255.42,62.11,257032.07,919.5999999999999,77.9269202087994,3.3863636363636362,4.530405405405404
7153,PINE STATE TRADING CO,22560,Hoya de Cadenas Cava,10.85,16.49,750.0,24,260.4,2.0,32.98,32.98,0.22,15884.82,-227.42,-689.5694360218315,0.08333333333333333,0.12665130568356375
4425,MARTIGNETTI COMPANIES,14681,Shafer Hillside Cab Svgn 06,259.99,389.99,1500.0,1,259.99,2.0,779.98,779.98,0.44,144929.24,519.99,66.66709402805199,2.0,3.0000384630178085
4425,MARTIGNETTI COMPANIES,26336,Canella Rose Brut,3.61,5.49,187.0,72,259.92,31.0,170.19,32.94,0.88,144929.24,-89.73000000000002,-52.72342675832894,0.4305555555555556,0.6547783933518005
9819,TREASURY WINE ESTATES,15618,Beringer Classic Red Moscato,8.66,12.99,1500.0,30,259.8,18.0,233.82,181.86,4.0,14836.57,-25.980000000000018,-11.11111111111112,0.6,0.8999999999999999
17035,PERNOD RICARD USA,2909,Lot No 40 Canadian Rye,37.03,59.99,750.0,7,259.21000000000004,54.0,3059.46,2649.53,42.620000000000005,123780.22,2800.25,91.52758983611487,7.714285714285714,11.803016858917479
3252,E & J GALLO WINERY,24251,Barefoot Crisp White Spritz,5.4,7.99,250.0,48,259.2,27.0,215.73,119.85000000000001,1.04,61966.91,-43.47,-20.150187734668336,0.5625,0.8322916666666667
4425,MARTIGNETTI COMPANIES,25224,G Ferrer Etesian Pnt Nr,10.8,15.99,750.0,24,259.2,1.0,15.99,15.99,0.11,144929.24,-243.20999999999998,-1521.013133208255,0.041666666666666664,0.061689814814814815
9165,ULTRA BEVERAGE COMPANY LLP,18621,Villa Sandi Il Fresco Rose,10.8,15.99,750.0,24,259.2,0.0,0.0,0.0,0.0,68054.7,-259.2,-inf,0.0,0.0
10754,PERFECTA WINES,26516,West Side Wine Co Chard,10.8,15.99,1000.0,24,259.2,12.0,191.88,31.98,1.8,28720.52,-67.32,-35.08442776735459,0.5,0.7402777777777778
9815,WINE GROUP INC,6434,Almaden Wh Znfdl Cal,6.16,8.99,1500.0,42,258.72,24.0,215.76,35.96,5.4,27100.41,-42.960000000000036,-19.911012235817594,0.5714285714285714,0.8339517625231909
9552,M S WALKER INC,21673,Juan Gil Dry Wh Muscat Jumil,6.45,9.99,750.0,40,258.0,58.0,627.42,483.55,6.43,55551.82,369.41999999999996,58.879219661470785,1.45,2.4318604651162787
9552,M S WALKER INC,12340,La Atalaya Almansa Red,9.2,13.99,750.0,28,257.6,56.0,910.4399999999999,335.78999999999996,6.24,55551.82,652.8399999999999,71.705988313343,2.0,3.5343167701863347
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,85.71,125.99,750.0,3,257.13,24.0,3023.7599999999998,1889.85,2.66,19016.59,2766.6299999999997,91.49634891658067,8.0,11.759654649399137
90024,VINILANDIA USA,24332,Tortoise Creek Svgn Bl,7.79,11.99,750.0,33,257.07,11.0,139.89000000000001,139.89000000000001,1.21,2802.64,-117.17999999999998,-83.76581599828434,0.3333333333333333,0.5441708484070488
6213,MHW LTD,5295,Tippy Cow Choclate Rum Cream,10.71,14.99,750.0,24,257.04,24.0,479.76,219.89,18.9,9621.58,222.71999999999997,46.42321160580289,1.0,1.8664799253034545
9552,M S WALKER INC,21273,Arindo Verdejo Rueda,7.14,10.99,750.0,36,257.04,63.0,708.37,379.66,7.010000000000001,55551.82,451.33,63.71387834041532,1.75,2.7558745720510425
